"","tool","run","parameter","moment","value"
"12569","nm7",268,"THETA7","estimate","1.74459"
"12570","nm7",268,"THETA7","prse",NA
"12571","nm7",268,"THETA7","se",NA
"12572","nm7",268,"OMEGA1.1","estimate","0.184194"
"12573","nm7",268,"OMEGA1.1","prse",NA
"12574","nm7",268,"OMEGA1.1","se",NA
"12575","nm7",268,"OMEGA2.1","estimate","0"
"12576","nm7",268,"OMEGA2.1","prse",NA
"12577","nm7",268,"OMEGA2.1","se",NA
"12578","nm7",268,"OMEGA2.2","estimate","0.117912"
"12579","nm7",268,"OMEGA2.2","prse",NA
"12580","nm7",268,"OMEGA2.2","se",NA
"12581","nm7",268,"OMEGA3.1","estimate","0"
"12582","nm7",268,"OMEGA3.1","prse",NA
"12583","nm7",268,"OMEGA3.1","se",NA
"12584","nm7",268,"OMEGA3.2","estimate","0"
"12585","nm7",268,"OMEGA3.2","prse",NA
"12586","nm7",268,"OMEGA3.2","se",NA
"12587","nm7",268,"OMEGA3.3","estimate","0.124663"
"12588","nm7",268,"OMEGA3.3","prse",NA
"12589","nm7",268,"OMEGA3.3","se",NA
"12590","nm7",268,"SIGMA1.1","estimate","0.0739466"
"12591","nm7",268,"SIGMA1.1","prse",NA
"12592","nm7",268,"SIGMA1.1","se",NA
"12593","nm7",268,"cov","status","0"
"12594","nm7",268,"prob","text","268 phase1 2 CMT like 1004 but diff. initial on V3"
"12595","nm7",268,"min","status","0"
"12596","nm7",268,"data","filename","../data/268.csv"
"12597","nm7",269,"ofv","minimum","2738.65510953514"
"12598","nm7",269,"THETA1","estimate","7.29724"
"12599","nm7",269,"THETA1","prse",NA
"12600","nm7",269,"THETA1","se",NA
"12601","nm7",269,"THETA2","estimate","22.5638"
"12602","nm7",269,"THETA2","prse",NA
"12603","nm7",269,"THETA2","se",NA
"12604","nm7",269,"THETA3","estimate","0.0711276"
"12605","nm7",269,"THETA3","prse",NA
"12606","nm7",269,"THETA3","se",NA
"12607","nm7",269,"THETA4","estimate","4.37358"
"12608","nm7",269,"THETA4","prse",NA
"12609","nm7",269,"THETA4","se",NA
"12610","nm7",269,"THETA5","estimate","119.045"
"12611","nm7",269,"THETA5","prse",NA
"12612","nm7",269,"THETA5","se",NA
"12613","nm7",269,"THETA6","estimate","1.02829"
"12614","nm7",269,"THETA6","prse",NA
"12615","nm7",269,"THETA6","se",NA
"12616","nm7",269,"THETA7","estimate","2.02291"
"12617","nm7",269,"THETA7","prse",NA
"12618","nm7",269,"THETA7","se",NA
"12619","nm7",269,"OMEGA1.1","estimate","0.139634"
"12620","nm7",269,"OMEGA1.1","prse",NA
"12621","nm7",269,"OMEGA1.1","se",NA
"12622","nm7",269,"OMEGA2.1","estimate","0"
"12623","nm7",269,"OMEGA2.1","prse",NA
"12624","nm7",269,"OMEGA2.1","se",NA
"12625","nm7",269,"OMEGA2.2","estimate","0.107692"
"12626","nm7",269,"OMEGA2.2","prse",NA
"12627","nm7",269,"OMEGA2.2","se",NA
"12628","nm7",269,"OMEGA3.1","estimate","0"
"12629","nm7",269,"OMEGA3.1","prse",NA
"12630","nm7",269,"OMEGA3.1","se",NA
"12631","nm7",269,"OMEGA3.2","estimate","0"
"12632","nm7",269,"OMEGA3.2","prse",NA
"12633","nm7",269,"OMEGA3.2","se",NA
"12634","nm7",269,"OMEGA3.3","estimate","0.15032"
"12635","nm7",269,"OMEGA3.3","prse",NA
"12636","nm7",269,"OMEGA3.3","se",NA
"12637","nm7",269,"SIGMA1.1","estimate","0.0591735"
"12638","nm7",269,"SIGMA1.1","prse",NA
"12639","nm7",269,"SIGMA1.1","se",NA
"12640","nm7",269,"cov","status","0"
"12641","nm7",269,"prob","text","269 phase1 2 CMT like 1004 but diff. initial on V3"
"12642","nm7",269,"min","status","0"
"12643","nm7",269,"data","filename","../data/269.csv"
"12644","nm7",270,"ofv","minimum","2591.79310016795"
"12645","nm7",270,"THETA1","estimate","9.67302"
"12646","nm7",270,"THETA1","prse",NA
"12647","nm7",270,"THETA1","se",NA
"12648","nm7",270,"THETA2","estimate","22.8868"
"12649","nm7",270,"THETA2","prse",NA
"12650","nm7",270,"THETA2","se",NA
"12651","nm7",270,"THETA3","estimate","0.0702501"
"12652","nm7",270,"THETA3","prse",NA
"12653","nm7",270,"THETA3","se",NA
"12654","nm7",270,"THETA4","estimate","3.7749"
"12655","nm7",270,"THETA4","prse",NA
"12656","nm7",270,"THETA4","se",NA
"12657","nm7",270,"THETA5","estimate","95.7841"
"12658","nm7",270,"THETA5","prse",NA
"12659","nm7",270,"THETA5","se",NA
"12660","nm7",270,"THETA6","estimate","0.881332"
"12661","nm7",270,"THETA6","prse",NA
"12662","nm7",270,"THETA6","se",NA
"12663","nm7",270,"THETA7","estimate","1.73242"
"12664","nm7",270,"THETA7","prse",NA
"12665","nm7",270,"THETA7","se",NA
"12666","nm7",270,"OMEGA1.1","estimate","0.155962"
"12667","nm7",270,"OMEGA1.1","prse",NA
"12668","nm7",270,"OMEGA1.1","se",NA
"12669","nm7",270,"OMEGA2.1","estimate","0"
"12670","nm7",270,"OMEGA2.1","prse",NA
"12671","nm7",270,"OMEGA2.1","se",NA
"12672","nm7",270,"OMEGA2.2","estimate","0.159919"
"12673","nm7",270,"OMEGA2.2","prse",NA
"12674","nm7",270,"OMEGA2.2","se",NA
"12675","nm7",270,"OMEGA3.1","estimate","0"
"12676","nm7",270,"OMEGA3.1","prse",NA
"12677","nm7",270,"OMEGA3.1","se",NA
"12678","nm7",270,"OMEGA3.2","estimate","0"
"12679","nm7",270,"OMEGA3.2","prse",NA
"12680","nm7",270,"OMEGA3.2","se",NA
"12681","nm7",270,"OMEGA3.3","estimate","0.104694"
"12682","nm7",270,"OMEGA3.3","prse",NA
"12683","nm7",270,"OMEGA3.3","se",NA
"12684","nm7",270,"SIGMA1.1","estimate","0.067271"
"12685","nm7",270,"SIGMA1.1","prse",NA
"12686","nm7",270,"SIGMA1.1","se",NA
"12687","nm7",270,"cov","status","0"
"12688","nm7",270,"prob","text","270 phase1 2 CMT like 1004 but diff. initial on V3"
"12689","nm7",270,"min","status","0"
"12690","nm7",270,"data","filename","../data/270.csv"
"12691","nm7",271,"ofv","minimum","2630.37614248519"
"12692","nm7",271,"THETA1","estimate","8.35424"
"12693","nm7",271,"THETA1","prse",NA
"12694","nm7",271,"THETA1","se",NA
"12695","nm7",271,"THETA2","estimate","23.4604"
"12696","nm7",271,"THETA2","prse",NA
"12697","nm7",271,"THETA2","se",NA
"12698","nm7",271,"THETA3","estimate","0.069357"
"12699","nm7",271,"THETA3","prse",NA
"12700","nm7",271,"THETA3","se",NA
"12701","nm7",271,"THETA4","estimate","4.03705"
"12702","nm7",271,"THETA4","prse",NA
"12703","nm7",271,"THETA4","se",NA
"12704","nm7",271,"THETA5","estimate","94.3998"
"12705","nm7",271,"THETA5","prse",NA
"12706","nm7",271,"THETA5","se",NA
"12707","nm7",271,"THETA6","estimate","1.28462"
"12708","nm7",271,"THETA6","prse",NA
"12709","nm7",271,"THETA6","se",NA
"12710","nm7",271,"THETA7","estimate","1.54085"
"12711","nm7",271,"THETA7","prse",NA
"12712","nm7",271,"THETA7","se",NA
"12713","nm7",271,"OMEGA1.1","estimate","0.166755"
"12714","nm7",271,"OMEGA1.1","prse",NA
"12715","nm7",271,"OMEGA1.1","se",NA
"12716","nm7",271,"OMEGA2.1","estimate","0"
"12717","nm7",271,"OMEGA2.1","prse",NA
"12718","nm7",271,"OMEGA2.1","se",NA
"12719","nm7",271,"OMEGA2.2","estimate","0.0728472"
"12720","nm7",271,"OMEGA2.2","prse",NA
"12721","nm7",271,"OMEGA2.2","se",NA
"12722","nm7",271,"OMEGA3.1","estimate","0"
"12723","nm7",271,"OMEGA3.1","prse",NA
"12724","nm7",271,"OMEGA3.1","se",NA
"12725","nm7",271,"OMEGA3.2","estimate","0"
"12726","nm7",271,"OMEGA3.2","prse",NA
"12727","nm7",271,"OMEGA3.2","se",NA
"12728","nm7",271,"OMEGA3.3","estimate","0.114274"
"12729","nm7",271,"OMEGA3.3","prse",NA
"12730","nm7",271,"OMEGA3.3","se",NA
"12731","nm7",271,"SIGMA1.1","estimate","0.0609326"
"12732","nm7",271,"SIGMA1.1","prse",NA
"12733","nm7",271,"SIGMA1.1","se",NA
"12734","nm7",271,"cov","status","0"
"12735","nm7",271,"prob","text","271 phase1 2 CMT like 1004 but diff. initial on V3"
"12736","nm7",271,"min","status","0"
"12737","nm7",271,"data","filename","../data/271.csv"
"12738","nm7",272,"ofv","minimum","2623.56441846876"
"12739","nm7",272,"THETA1","estimate","8.1686"
"12740","nm7",272,"THETA1","prse",NA
"12741","nm7",272,"THETA1","se",NA
"12742","nm7",272,"THETA2","estimate","20.3692"
"12743","nm7",272,"THETA2","prse",NA
"12744","nm7",272,"THETA2","se",NA
"12745","nm7",272,"THETA3","estimate","0.0667391"
"12746","nm7",272,"THETA3","prse",NA
"12747","nm7",272,"THETA3","se",NA
"12748","nm7",272,"THETA4","estimate","3.56671"
"12749","nm7",272,"THETA4","prse",NA
"12750","nm7",272,"THETA4","se",NA
"12751","nm7",272,"THETA5","estimate","96.9825"
"12752","nm7",272,"THETA5","prse",NA
"12753","nm7",272,"THETA5","se",NA
"12754","nm7",272,"THETA6","estimate","1.07405"
"12755","nm7",272,"THETA6","prse",NA
"12756","nm7",272,"THETA6","se",NA
"12757","nm7",272,"THETA7","estimate","1.65148"
"12758","nm7",272,"THETA7","prse",NA
"12759","nm7",272,"THETA7","se",NA
"12760","nm7",272,"OMEGA1.1","estimate","0.134761"
"12761","nm7",272,"OMEGA1.1","prse",NA
"12762","nm7",272,"OMEGA1.1","se",NA
"12763","nm7",272,"OMEGA2.1","estimate","0"
"12764","nm7",272,"OMEGA2.1","prse",NA
"12765","nm7",272,"OMEGA2.1","se",NA
"12766","nm7",272,"OMEGA2.2","estimate","0.0817997"
"12767","nm7",272,"OMEGA2.2","prse",NA
"12768","nm7",272,"OMEGA2.2","se",NA
"12769","nm7",272,"OMEGA3.1","estimate","0"
"12770","nm7",272,"OMEGA3.1","prse",NA
"12771","nm7",272,"OMEGA3.1","se",NA
"12772","nm7",272,"OMEGA3.2","estimate","0"
"12773","nm7",272,"OMEGA3.2","prse",NA
"12774","nm7",272,"OMEGA3.2","se",NA
"12775","nm7",272,"OMEGA3.3","estimate","0.0970903"
"12776","nm7",272,"OMEGA3.3","prse",NA
"12777","nm7",272,"OMEGA3.3","se",NA
"12778","nm7",272,"SIGMA1.1","estimate","0.0727879"
"12779","nm7",272,"SIGMA1.1","prse",NA
"12780","nm7",272,"SIGMA1.1","se",NA
"12781","nm7",272,"cov","status","0"
"12782","nm7",272,"prob","text","272 phase1 2 CMT like 1004 but diff. initial on V3"
"12783","nm7",272,"min","status","0"
"12784","nm7",272,"data","filename","../data/272.csv"
"12785","nm7",273,"ofv","minimum","2825.53562785245"
"12786","nm7",273,"THETA1","estimate","8.1389"
"12787","nm7",273,"THETA1","prse",NA
"12788","nm7",273,"THETA1","se",NA
"12789","nm7",273,"THETA2","estimate","19.9597"
"12790","nm7",273,"THETA2","prse",NA
"12791","nm7",273,"THETA2","se",NA
"12792","nm7",273,"THETA3","estimate","0.0685068"
"12793","nm7",273,"THETA3","prse",NA
"12794","nm7",273,"THETA3","se",NA
"12795","nm7",273,"THETA4","estimate","3.48072"
"12796","nm7",273,"THETA4","prse",NA
"12797","nm7",273,"THETA4","se",NA
"12798","nm7",273,"THETA5","estimate","103.53"
"12799","nm7",273,"THETA5","prse",NA
"12800","nm7",273,"THETA5","se",NA
"12801","nm7",273,"THETA6","estimate","1.23801"
"12802","nm7",273,"THETA6","prse",NA
"12803","nm7",273,"THETA6","se",NA
"12804","nm7",273,"THETA7","estimate","1.68683"
"12805","nm7",273,"THETA7","prse",NA
"12806","nm7",273,"THETA7","se",NA
"12807","nm7",273,"OMEGA1.1","estimate","0.248467"
"12808","nm7",273,"OMEGA1.1","prse",NA
"12809","nm7",273,"OMEGA1.1","se",NA
"12810","nm7",273,"OMEGA2.1","estimate","0"
"12811","nm7",273,"OMEGA2.1","prse",NA
"12812","nm7",273,"OMEGA2.1","se",NA
"12813","nm7",273,"OMEGA2.2","estimate","0.143655"
"12814","nm7",273,"OMEGA2.2","prse",NA
"12815","nm7",273,"OMEGA2.2","se",NA
"12816","nm7",273,"OMEGA3.1","estimate","0"
"12817","nm7",273,"OMEGA3.1","prse",NA
"12818","nm7",273,"OMEGA3.1","se",NA
"12819","nm7",273,"OMEGA3.2","estimate","0"
"12820","nm7",273,"OMEGA3.2","prse",NA
"12821","nm7",273,"OMEGA3.2","se",NA
"12822","nm7",273,"OMEGA3.3","estimate","0.124441"
"12823","nm7",273,"OMEGA3.3","prse",NA
"12824","nm7",273,"OMEGA3.3","se",NA
"12825","nm7",273,"SIGMA1.1","estimate","0.0659191"
"12826","nm7",273,"SIGMA1.1","prse",NA
"12827","nm7",273,"SIGMA1.1","se",NA
"12828","nm7",273,"cov","status","0"
"12829","nm7",273,"prob","text","273 phase1 2 CMT like 1004 but diff. initial on V3"
"12830","nm7",273,"min","status","0"
"12831","nm7",273,"data","filename","../data/273.csv"
"12832","nm7",274,"ofv","minimum","2078.49090353952"
"12833","nm7",274,"THETA1","estimate","9.10008"
"12834","nm7",274,"THETA1","prse",NA
"12835","nm7",274,"THETA1","se",NA
"12836","nm7",274,"THETA2","estimate","18.805"
"12837","nm7",274,"THETA2","prse",NA
"12838","nm7",274,"THETA2","se",NA
"12839","nm7",274,"THETA3","estimate","0.0601512"
"12840","nm7",274,"THETA3","prse",NA
"12841","nm7",274,"THETA3","se",NA
"12842","nm7",274,"THETA4","estimate","2.89161"
"12843","nm7",274,"THETA4","prse",NA
"12844","nm7",274,"THETA4","se",NA
"12845","nm7",274,"THETA5","estimate","105.069"
"12846","nm7",274,"THETA5","prse",NA
"12847","nm7",274,"THETA5","se",NA
"12848","nm7",274,"THETA6","estimate","1.00677"
"12849","nm7",274,"THETA6","prse",NA
"12850","nm7",274,"THETA6","se",NA
"12851","nm7",274,"THETA7","estimate","1.43639"
"12852","nm7",274,"THETA7","prse",NA
"12853","nm7",274,"THETA7","se",NA
"12854","nm7",274,"OMEGA1.1","estimate","0.230553"
"12855","nm7",274,"OMEGA1.1","prse",NA
"12856","nm7",274,"OMEGA1.1","se",NA
"12857","nm7",274,"OMEGA2.1","estimate","0"
"12858","nm7",274,"OMEGA2.1","prse",NA
"12859","nm7",274,"OMEGA2.1","se",NA
"12860","nm7",274,"OMEGA2.2","estimate","0.161105"
"12861","nm7",274,"OMEGA2.2","prse",NA
"12862","nm7",274,"OMEGA2.2","se",NA
"12863","nm7",274,"OMEGA3.1","estimate","0"
"12864","nm7",274,"OMEGA3.1","prse",NA
"12865","nm7",274,"OMEGA3.1","se",NA
"12866","nm7",274,"OMEGA3.2","estimate","0"
"12867","nm7",274,"OMEGA3.2","prse",NA
"12868","nm7",274,"OMEGA3.2","se",NA
"12869","nm7",274,"OMEGA3.3","estimate","0.0880814"
"12870","nm7",274,"OMEGA3.3","prse",NA
"12871","nm7",274,"OMEGA3.3","se",NA
"12872","nm7",274,"SIGMA1.1","estimate","0.0779331"
"12873","nm7",274,"SIGMA1.1","prse",NA
"12874","nm7",274,"SIGMA1.1","se",NA
"12875","nm7",274,"cov","status","0"
"12876","nm7",274,"prob","text","274 phase1 2 CMT like 1004 but diff. initial on V3"
"12877","nm7",274,"min","status","0"
"12878","nm7",274,"data","filename","../data/274.csv"
"12879","nm7",275,"ofv","minimum","2542.91363177564"
"12880","nm7",275,"THETA1","estimate","6.80649"
"12881","nm7",275,"THETA1","prse",NA
"12882","nm7",275,"THETA1","se",NA
"12883","nm7",275,"THETA2","estimate","20.6127"
"12884","nm7",275,"THETA2","prse",NA
"12885","nm7",275,"THETA2","se",NA
"12886","nm7",275,"THETA3","estimate","0.0696416"
"12887","nm7",275,"THETA3","prse",NA
"12888","nm7",275,"THETA3","se",NA
"12889","nm7",275,"THETA4","estimate","3.73415"
"12890","nm7",275,"THETA4","prse",NA
"12891","nm7",275,"THETA4","se",NA
"12892","nm7",275,"THETA5","estimate","94.7178"
"12893","nm7",275,"THETA5","prse",NA
"12894","nm7",275,"THETA5","se",NA
"12895","nm7",275,"THETA6","estimate","1.12827"
"12896","nm7",275,"THETA6","prse",NA
"12897","nm7",275,"THETA6","se",NA
"12898","nm7",275,"THETA7","estimate","1.86854"
"12899","nm7",275,"THETA7","prse",NA
"12900","nm7",275,"THETA7","se",NA
"12901","nm7",275,"OMEGA1.1","estimate","0.13069"
"12902","nm7",275,"OMEGA1.1","prse",NA
"12903","nm7",275,"OMEGA1.1","se",NA
"12904","nm7",275,"OMEGA2.1","estimate","0"
"12905","nm7",275,"OMEGA2.1","prse",NA
"12906","nm7",275,"OMEGA2.1","se",NA
"12907","nm7",275,"OMEGA2.2","estimate","0.115689"
"12908","nm7",275,"OMEGA2.2","prse",NA
"12909","nm7",275,"OMEGA2.2","se",NA
"12910","nm7",275,"OMEGA3.1","estimate","0"
"12911","nm7",275,"OMEGA3.1","prse",NA
"12912","nm7",275,"OMEGA3.1","se",NA
"12913","nm7",275,"OMEGA3.2","estimate","0"
"12914","nm7",275,"OMEGA3.2","prse",NA
"12915","nm7",275,"OMEGA3.2","se",NA
"12916","nm7",275,"OMEGA3.3","estimate","0.082524"
"12917","nm7",275,"OMEGA3.3","prse",NA
"12918","nm7",275,"OMEGA3.3","se",NA
"12919","nm7",275,"SIGMA1.1","estimate","0.0593165"
"12920","nm7",275,"SIGMA1.1","prse",NA
"12921","nm7",275,"SIGMA1.1","se",NA
"12922","nm7",275,"cov","status","0"
"12923","nm7",275,"prob","text","275 phase1 2 CMT like 1004 but diff. initial on V3"
"12924","nm7",275,"min","status","0"
"12925","nm7",275,"data","filename","../data/275.csv"
"12926","nm7",276,"ofv","minimum","2306.51787058945"
"12927","nm7",276,"THETA1","estimate","9.71618"
"12928","nm7",276,"THETA1","prse",NA
"12929","nm7",276,"THETA1","se",NA
"12930","nm7",276,"THETA2","estimate","19.8059"
"12931","nm7",276,"THETA2","prse",NA
"12932","nm7",276,"THETA2","se",NA
"12933","nm7",276,"THETA3","estimate","0.059918"
"12934","nm7",276,"THETA3","prse",NA
"12935","nm7",276,"THETA3","se",NA
"12936","nm7",276,"THETA4","estimate","3.11313"
"12937","nm7",276,"THETA4","prse",NA
"12938","nm7",276,"THETA4","se",NA
"12939","nm7",276,"THETA5","estimate","110.639"
"12940","nm7",276,"THETA5","prse",NA
"12941","nm7",276,"THETA5","se",NA
"12942","nm7",276,"THETA6","estimate","0.739351"
"12943","nm7",276,"THETA6","prse",NA
"12944","nm7",276,"THETA6","se",NA
"12945","nm7",276,"THETA7","estimate","1.57971"
"12946","nm7",276,"THETA7","prse",NA
"12947","nm7",276,"THETA7","se",NA
"12948","nm7",276,"OMEGA1.1","estimate","0.122864"
"12949","nm7",276,"OMEGA1.1","prse",NA
"12950","nm7",276,"OMEGA1.1","se",NA
"12951","nm7",276,"OMEGA2.1","estimate","0"
"12952","nm7",276,"OMEGA2.1","prse",NA
"12953","nm7",276,"OMEGA2.1","se",NA
"12954","nm7",276,"OMEGA2.2","estimate","0.180795"
"12955","nm7",276,"OMEGA2.2","prse",NA
"12956","nm7",276,"OMEGA2.2","se",NA
"12957","nm7",276,"OMEGA3.1","estimate","0"
"12958","nm7",276,"OMEGA3.1","prse",NA
"12959","nm7",276,"OMEGA3.1","se",NA
"12960","nm7",276,"OMEGA3.2","estimate","0"
"12961","nm7",276,"OMEGA3.2","prse",NA
"12962","nm7",276,"OMEGA3.2","se",NA
"12963","nm7",276,"OMEGA3.3","estimate","0.0954688"
"12964","nm7",276,"OMEGA3.3","prse",NA
"12965","nm7",276,"OMEGA3.3","se",NA
"12966","nm7",276,"SIGMA1.1","estimate","0.0747575"
"12967","nm7",276,"SIGMA1.1","prse",NA
"12968","nm7",276,"SIGMA1.1","se",NA
"12969","nm7",276,"cov","status","0"
"12970","nm7",276,"prob","text","276 phase1 2 CMT like 1004 but diff. initial on V3"
"12971","nm7",276,"min","status","0"
"12972","nm7",276,"data","filename","../data/276.csv"
"12973","nm7",277,"ofv","minimum","2399.36775078946"
"12974","nm7",277,"THETA1","estimate","10.3096"
"12975","nm7",277,"THETA1","prse",NA
"12976","nm7",277,"THETA1","se",NA
"12977","nm7",277,"THETA2","estimate","23.9891"
"12978","nm7",277,"THETA2","prse",NA
"12979","nm7",277,"THETA2","se",NA
"12980","nm7",277,"THETA3","estimate","0.0772995"
"12981","nm7",277,"THETA3","prse",NA
"12982","nm7",277,"THETA3","se",NA
"12983","nm7",277,"THETA4","estimate","4.5524"
"12984","nm7",277,"THETA4","prse",NA
"12985","nm7",277,"THETA4","se",NA
"12986","nm7",277,"THETA5","estimate","85.6234"
"12987","nm7",277,"THETA5","prse",NA
"12988","nm7",277,"THETA5","se",NA
"12989","nm7",277,"THETA6","estimate","0.888449"
"12990","nm7",277,"THETA6","prse",NA
"12991","nm7",277,"THETA6","se",NA
"12992","nm7",277,"THETA7","estimate","1.07385"
"12993","nm7",277,"THETA7","prse",NA
"12994","nm7",277,"THETA7","se",NA
"12995","nm7",277,"OMEGA1.1","estimate","0.138172"
"12996","nm7",277,"OMEGA1.1","prse",NA
"12997","nm7",277,"OMEGA1.1","se",NA
"12998","nm7",277,"OMEGA2.1","estimate","0"
"12999","nm7",277,"OMEGA2.1","prse",NA
"13000","nm7",277,"OMEGA2.1","se",NA
"13001","nm7",277,"OMEGA2.2","estimate","0.0835927"
"13002","nm7",277,"OMEGA2.2","prse",NA
"13003","nm7",277,"OMEGA2.2","se",NA
"13004","nm7",277,"OMEGA3.1","estimate","0"
"13005","nm7",277,"OMEGA3.1","prse",NA
"13006","nm7",277,"OMEGA3.1","se",NA
"13007","nm7",277,"OMEGA3.2","estimate","0"
"13008","nm7",277,"OMEGA3.2","prse",NA
"13009","nm7",277,"OMEGA3.2","se",NA
"13010","nm7",277,"OMEGA3.3","estimate","0.0924658"
"13011","nm7",277,"OMEGA3.3","prse",NA
"13012","nm7",277,"OMEGA3.3","se",NA
"13013","nm7",277,"SIGMA1.1","estimate","0.0623687"
"13014","nm7",277,"SIGMA1.1","prse",NA
"13015","nm7",277,"SIGMA1.1","se",NA
"13016","nm7",277,"cov","status","0"
"13017","nm7",277,"prob","text","277 phase1 2 CMT like 1004 but diff. initial on V3"
"13018","nm7",277,"min","status","0"
"13019","nm7",277,"data","filename","../data/277.csv"
"13020","nm7",278,"ofv","minimum","2819.30344061424"
"13021","nm7",278,"THETA1","estimate","8.58458"
"13022","nm7",278,"THETA1","prse",NA
"13023","nm7",278,"THETA1","se",NA
"13024","nm7",278,"THETA2","estimate","20.643"
"13025","nm7",278,"THETA2","prse",NA
"13026","nm7",278,"THETA2","se",NA
"13027","nm7",278,"THETA3","estimate","0.0727849"
"13028","nm7",278,"THETA3","prse",NA
"13029","nm7",278,"THETA3","se",NA
"13030","nm7",278,"THETA4","estimate","3.76167"
"13031","nm7",278,"THETA4","prse",NA
"13032","nm7",278,"THETA4","se",NA
"13033","nm7",278,"THETA5","estimate","121.001"
"13034","nm7",278,"THETA5","prse",NA
"13035","nm7",278,"THETA5","se",NA
"13036","nm7",278,"THETA6","estimate","1.04753"
"13037","nm7",278,"THETA6","prse",NA
"13038","nm7",278,"THETA6","se",NA
"13039","nm7",278,"THETA7","estimate","1.48196"
"13040","nm7",278,"THETA7","prse",NA
"13041","nm7",278,"THETA7","se",NA
"13042","nm7",278,"OMEGA1.1","estimate","0.159517"
"13043","nm7",278,"OMEGA1.1","prse",NA
"13044","nm7",278,"OMEGA1.1","se",NA
"13045","nm7",278,"OMEGA2.1","estimate","0"
"13046","nm7",278,"OMEGA2.1","prse",NA
"13047","nm7",278,"OMEGA2.1","se",NA
"13048","nm7",278,"OMEGA2.2","estimate","0.0864243"
"13049","nm7",278,"OMEGA2.2","prse",NA
"13050","nm7",278,"OMEGA2.2","se",NA
"13051","nm7",278,"OMEGA3.1","estimate","0"
"13052","nm7",278,"OMEGA3.1","prse",NA
"13053","nm7",278,"OMEGA3.1","se",NA
"13054","nm7",278,"OMEGA3.2","estimate","0"
"13055","nm7",278,"OMEGA3.2","prse",NA
"13056","nm7",278,"OMEGA3.2","se",NA
"13057","nm7",278,"OMEGA3.3","estimate","0.089144"
"13058","nm7",278,"OMEGA3.3","prse",NA
"13059","nm7",278,"OMEGA3.3","se",NA
"13060","nm7",278,"SIGMA1.1","estimate","0.0680307"
"13061","nm7",278,"SIGMA1.1","prse",NA
"13062","nm7",278,"SIGMA1.1","se",NA
"13063","nm7",278,"cov","status","0"
"13064","nm7",278,"prob","text","278 phase1 2 CMT like 1004 but diff. initial on V3"
"13065","nm7",278,"min","status","0"
"13066","nm7",278,"data","filename","../data/278.csv"
"13067","nm7",279,"ofv","minimum","2516.78475056503"
"13068","nm7",279,"THETA1","estimate","9.45342"
"13069","nm7",279,"THETA1","prse",NA
"13070","nm7",279,"THETA1","se",NA
"13071","nm7",279,"THETA2","estimate","22.5784"
"13072","nm7",279,"THETA2","prse",NA
"13073","nm7",279,"THETA2","se",NA
"13074","nm7",279,"THETA3","estimate","0.069715"
"13075","nm7",279,"THETA3","prse",NA
"13076","nm7",279,"THETA3","se",NA
"13077","nm7",279,"THETA4","estimate","3.53256"
"13078","nm7",279,"THETA4","prse",NA
"13079","nm7",279,"THETA4","se",NA
